,date,highest,lowest,weather,wind
1428,2017-05-29 星期一 ,32℃,22℃,晴,东南风 3级
1429,2017-05-30 星期二 ,31℃,23℃,多云,东风 2级
1430,2017-05-31 星期三 ,31℃,24℃,阵雨,西风 3级
1431,2017-07-01 星期六 ,32℃,26℃,小雨,北风 1级
1432,2017-07-02 星期日 ,33℃,26℃,阴,北风 1级
1433,2017-07-03 星期一 ,33℃,26℃,中雨,西北风 1级
1434,2017-07-04 星期二 ,33℃,26℃,小雨,西北风 1级
1435,2017-07-05 星期三 ,34℃,27℃,阴,北风 微风
1436,2017-07-06 星期四 ,35℃,27℃,阵雨,西北风 1级
1437,2017-07-07 星期五 ,36℃,27℃,雷阵雨,西北风 1级
1438,2017-07-08 星期六 ,36℃,28℃,中雨,北风 1级
1439,2017-07-09 星期日 ,35℃,27℃,小雨,西风 1级
1440,2017-07-10 星期一 ,36℃,28℃,雷阵雨,北风 微风
1441,2017-07-11 星期二 ,35℃,28℃,阴,东南风 1级
1442,2017-07-12 星期三 ,37℃,29℃,多云,西风 1级
1443,2017-07-13 星期四 ,37℃,29℃,多云,西北风 1级
1444,2017-07-14 星期五 ,37℃,29℃,多云,东北风 1级
1445,2017-07-15 星期六 ,38℃,29℃,多云,东北风 1级
1446,2017-07-16 星期日 ,37℃,29℃,晴,西北风 1级
1447,2017-07-17 星期一 ,37℃,29℃,晴,东北风 1级
1448,2017-07-18 星期二 ,38℃,30℃,多云,北风 微风
1449,2017-07-19 星期三 ,38℃,30℃,多云,北风 1级
1450,2017-07-20 星期四 ,39℃,30℃,晴,北风 微风
1451,2017-07-21 星期五 ,39℃,30℃,晴,北风 微风
1452,2017-07-22 星期六 ,40℃,31℃,多云,北风 1级
1453,2017-07-23 星期日 ,40℃,30℃,晴,西风 1级
1454,2017-07-24 星期一 ,40℃,30℃,晴,北风 1级
1455,2017-07-25 星期二 ,40℃,29℃,多云,东风 1级
1456,2017-07-26 星期三 ,37℃,29℃,阴,东北风 1级
1457,2017-07-27 星期四 ,37℃,29℃,多云,西北风 1级
1458,2017-07-28 星期五 ,37℃,29℃,多云,东北风 1级
1459,2017-07-29 星期六 ,35℃,29℃,小雨,东北风 1级
1460,2017-07-30 星期日 ,33℃,28℃,大雨,东北风 1级
1461,2017-07-31 星期一 ,34℃,28℃,小雨,东北风 1级
1462,2017-08-01 星期二 ,35℃,28℃,阴,北风 1级
1463,2017-08-02 星期三 ,35℃,29℃,多云,北风 1级
1464,2017-08-03 星期四 ,37℃,29℃,多云,东风 1级
1465,2017-08-04 星期五 ,37℃,29℃,多云,北风 微风
1466,2017-08-05 星期六 ,35℃,28℃,小雨,北风 微风
1467,2017-08-06 星期日 ,35℃,28℃,多云,东北风 1级
1468,2017-08-07 星期一 ,38℃,29℃,雷阵雨,北风 1级
1469,2017-08-08 星期二 ,35℃,27℃,小雨,北风 1级
1470,2017-08-09 星期三 ,29℃,26℃,大雨,北风 微风
1471,2017-08-10 星期四 ,34℃,27℃,阴,北风 微风
1472,2017-08-11 星期五 ,36℃,28℃,阴,东北风 1级
1473,2017-08-12 星期六 ,32℃,28℃,小雨,东北风 1级
1474,2017-08-13 星期日 ,34℃,28℃,中雨,北风 微风
1475,2017-08-14 星期一 ,33℃,26℃,大雨,北风 微风
1476,2017-08-15 星期二 ,32℃,26℃,小雨,西风 2级
1477,2017-08-16 星期三 ,32℃,26℃,小雨,西风 2级
1478,2017-08-17 星期四 ,33℃,26℃,小雨,东南风 1级
1479,2017-08-18 星期五 ,33℃,26℃,小雨,东北风 1级
1480,2017-08-19 星期六 ,36℃,26℃,多云,东北风 1级
1481,2017-08-20 星期日 ,32℃,26℃,中雨,东南风 1级
1482,2017-08-21 星期一 ,34℃,27℃,阴,北风 1级
1483,2017-08-22 星期二 ,34℃,28℃,小雨,南风 1级
1484,2017-08-23 星期三 ,35℃,28℃,多云,西风 1级
1485,2017-08-24 星期四 ,36℃,29℃,多云,北风 微风
1486,2017-08-25 星期五 ,35℃,26℃,雷阵雨,西南风 1级
1487,2017-08-26 星期六 ,31℃,27℃,小雨,东风 1级
1488,2017-08-27 星期日 ,33℃,28℃,多云,东北风 1级
1489,2017-08-28 星期一 ,36℃,27℃,多云,东南风 2级
1490,2017-08-29 星期二 ,32℃,26℃,大雨,东北风 2级
1491,2017-08-30 星期三 ,30℃,25℃,阴,北风 1级
1492,2017-08-31 星期四 ,27℃,24℃,阴,东北风 1级
1493,2017-10-01 星期日 ,31℃,22℃,小雨,东风 1级
1494,2017-10-02 星期一 ,26℃,20℃,小雨,东南风 1级
1495,2017-10-03 星期二 ,24℃,20℃,阴,东北风 1级
1496,2017-10-04 星期三 ,22℃,18℃,阴,西风 1级
1497,2017-10-05 星期四 ,21℃,18℃,小雨,北风 1级
1498,2017-10-06 星期五 ,23℃,18℃,阴,北风 1级
1499,2017-10-07 星期六 ,26℃,20℃,晴,北风 1级
1500,2017-10-08 星期日 ,28℃,21℃,晴,东北风 1级
1501,2017-10-09 星期一 ,29℃,23℃,多云,北风 1级
1502,2017-10-10 星期二 ,30℃,23℃,多云,北风 1级
1503,2017-10-11 星期三 ,23℃,19℃,小雨,东北风 1级
1504,2017-10-12 星期四 ,20℃,17℃,小雨,东南风 1级
1505,2017-10-13 星期五 ,21℃,18℃,阴,东风 1级
1506,2017-10-14 星期六 ,21℃,18℃,小雨,西风 1级
1507,2017-10-15 星期日 ,20℃,17℃,中雨,东北风 1级
1508,2017-10-16 星期一 ,20℃,17℃,小雨,东风 2级
1509,2017-10-17 星期二 ,21℃,17℃,阴,东风 1级
1510,2017-10-18 星期三 ,22℃,17℃,阴,东风 1级
1511,2017-10-19 星期四 ,21℃,17℃,小雨,东北风 1级
1512,2017-10-20 星期五 ,23℃,17℃,多云,东北风 1级
1513,2017-10-21 星期六 ,22℃,17℃,多云,南风 1级
1514,2017-10-22 星期日 ,22℃,16℃,多云,西风 1级
1515,2017-10-23 星期一 ,20℃,13℃,多云,西北风 1级
1516,2017-10-24 星期二 ,20℃,13℃,晴,北风 微风
1517,2017-10-25 星期三 ,20℃,15℃,多云,东北风 1级
1518,2017-10-26 星期四 ,14℃,0℃,多云,东北风 小于3级
1519,2017-10-27 星期五 ,16℃,0℃,晴,北风 小于3级
1520,2017-10-28 星期六 ,15℃,0℃,晴,北风 3～4级
1521,2017-10-29 星期日 ,11℃,0℃,多云,北风 3～4级
1522,2017-10-30 星期一 ,16℃,11℃,多云,东风 1级
1523,2017-10-31 星期二 ,18℃,13℃,多云,西北风 1级
1524,2017-12-01 星期五 ,12℃,7℃,晴,北风 3级
1525,2017-12-02 星期六 ,13℃,7℃,晴,东风 2级
1526,2017-12-03 星期日 ,15℃,6℃,多云,北风 2级
1527,2017-12-04 星期一 ,12℃,5℃,多云,北风 3级
1528,2017-12-05 星期二 ,8℃,1℃,晴,西北风 3级
1529,2017-12-06 星期三 ,11℃,1℃,晴,南风 2级
1530,2017-12-07 星期四 ,12℃,5℃,阴,北风 2级
1531,2017-12-08 星期五 ,8℃,4℃,多云,西北风 3级
1532,2017-12-09 星期六 ,10℃,-1℃,晴,南风 2级
1533,2017-12-10 星期日 ,13℃,4℃,晴,西北风 3级
1534,2017-12-11 星期一 ,10℃,4℃,晴,西北风 2级
1535,2017-12-12 星期二 ,10℃,6℃,晴,东北风 3级
1536,2017-12-13 星期三 ,11℃,6℃,阴,东北风 3级
1537,2017-12-14 星期四 ,9℃,7℃,雨,东北风 3级
1538,2017-12-15 星期五 ,8℃,7℃,雨,东北风 3级
1539,2017-12-16 星期六 ,8℃,1℃,晴,西北风 4级
1540,2017-12-17 星期日 ,5℃,0℃,晴,西北风 3级
1541,2017-12-18 星期一 ,8℃,0℃,晴,西北风 2级
1542,2017-12-19 星期二 ,10℃,2℃,晴,北风 3级
1543,2017-12-20 星期三 ,11℃,3℃,晴,西风 2级
1544,2017-12-21 星期四 ,11℃,3℃,晴,西北风 2级
1545,2017-12-22 星期五 ,14℃,5℃,晴,东南风 2级
1546,2017-12-23 星期六 ,17℃,9℃,雨,东南风 3级
1547,2017-12-24 星期日 ,12℃,5℃,晴,西北风 4级
1548,2017-12-25 星期一 ,9℃,3℃,晴,北风 2级
1549,2017-12-26 星期二 ,11℃,4℃,晴,东北风 2级
1550,2017-12-27 星期三 ,12℃,5℃,阴,东风 2级
1551,2017-12-28 星期四 ,11℃,9℃,雨,东南风 3级
1552,2017-12-29 星期五 ,13℃,9℃,多云,东风 2级
1553,2017-12-30 星期六 ,11℃,5℃,雨,北风 2级
1554,2017-12-31 星期日 ,10℃,4℃,晴,西北风 3级
1555,2018-01-01 星期一 ,10℃,3℃,晴,东风 2级
1556,2018-01-02 星期二 ,13℃,6℃,雨,东南风 3级
1557,2018-01-03 星期三 ,10℃,5℃,雨,东北风 4级
1558,2018-01-04 星期四 ,7℃,4℃,雨,东北风 3级
1559,2018-01-05 星期五 ,7℃,3℃,晴,北风 3级
1560,2018-01-06 星期六 ,7℃,2℃,雨,东北风 2级
1561,2018-01-07 星期日 ,10℃,7℃,雨,西北风 3级
1562,2018-01-08 星期一 ,5℃,1℃,多云,西北风 4级
1563,2018-01-09 星期二 ,5℃,-1℃,晴,西风 4级
1564,2018-01-10 星期三 ,5℃,0℃,晴,西北风 3级
1565,2018-01-11 星期四 ,5℃,-1℃,晴,西北风 3级
1566,2018-01-12 星期五 ,2℃,-2℃,晴,西北风 3级
1567,2018-01-13 星期六 ,7℃,-2℃,阴,东南风 2级
1568,2018-01-14 星期日 ,11℃,-1℃,晴,南风 2级
1569,2018-01-15 星期一 ,14℃,6℃,晴,东风 2级
1570,2018-01-16 星期二 ,14℃,8℃,雨,西风 3级
1571,2018-01-17 星期三 ,12℃,7℃,晴,西北风 2级
1572,2018-01-18 星期四 ,10℃,6℃,多云,东北风 2级
1573,2018-01-19 星期五 ,10℃,7℃,霾,东北风 2级
1574,2018-01-20 星期六 ,9℃,6℃,阴,东北风 2级
1575,2018-01-21 星期日 ,9℃,6℃,雨,东风 2级
1576,2018-01-22 星期一 ,11℃,5℃,晴,西北风 2级
1577,2018-01-23 星期二 ,6℃,4℃,阴,东北风 3级
1578,2018-01-24 星期三 ,4℃,0℃,雪,东北风 3级
1579,2018-01-25 星期四 ,3℃,0℃,雪,东北风 4级
1580,2018-01-26 星期五 ,2℃,0℃,阴,北风 3级
1581,2018-01-27 星期六 ,2℃,0℃,雪,东北风 3级
1582,2018-01-28 星期日 ,4℃,1℃,阴,北风 3级
1583,2018-01-29 星期一 ,3℃,-3℃,晴,西北风 3级
1584,2018-01-30 星期二 ,4℃,-3℃,霾,西北风 2级
1585,2018-01-31 星期三 ,3℃,0℃,多云,西北风 2级
1586,2018-02-01 星期四 ,6℃,-1℃,多云,北风 2级
1587,2018-02-02 星期五 ,7℃,0℃,多云,西北风 3级
1588,2018-02-03 星期六 ,1℃,-2℃,阴,北风 3级
1589,2018-02-04 星期日 ,2℃,-3℃,多云,北风 3级
1590,2018-02-05 星期一 ,5℃,-2℃,晴,西北风 3级
1591,2018-02-06 星期二 ,4℃,-2℃,晴,北风 3级
1592,2018-02-07 星期三 ,6℃,-2℃,阴,南风 2级
1593,2018-02-08 星期四 ,7℃,0℃,多云,北风 2级
1594,2018-02-09 星期五 ,10℃,2℃,阴,南风 2级
1595,2018-02-10 星期六 ,8℃,1℃,阴,北风 3级
1596,2018-02-11 星期日 ,8℃,0℃,晴,西北风 3级
1597,2018-02-12 星期一 ,7℃,-1℃,晴,西北风 3级
1598,2018-02-13 星期二 ,12℃,0℃,晴,南风 3级
1599,2018-02-14 星期三 ,17℃,7℃,多云,南风 2级
1600,2018-02-15 星期四 ,10℃,5℃,雨,东北风 3级
1601,2018-02-16 星期五 ,8℃,5℃,多云,东北风 2级
1602,2018-02-17 星期六 ,11℃,3℃,晴,东风 3级
1603,2018-02-18 星期日 ,10℃,6℃,雨,东南风 3级
1604,2018-02-19 星期一 ,9℃,6℃,雨,东北风 3级
1605,2018-02-20 星期二 ,8℃,6℃,雨,东北风 3级
1606,2018-02-21 星期三 ,8℃,4℃,阴,东北风 3级
1607,2018-02-22 星期四 ,9℃,5℃,多云,西风 2级
1608,2018-02-23 星期五 ,13℃,4℃,晴,南风 3级
1609,2018-02-24 星期六 ,12℃,7℃,雨,东风 3级
1610,2018-02-25 星期日 ,11℃,6℃,阴,东北风 3级
1611,2018-02-26 星期一 ,13℃,3℃,晴,东南风 2级
1612,2018-02-27 星期二 ,17℃,7℃,阴,东南风 3级
1613,2018-02-28 星期三 ,14℃,10℃,多云,西风 4级
1614,2018-03-01 星期四 ,13℃,7℃,多云,东北风 3级
1615,2018-03-02 星期五 ,12℃,6℃,阴,东风 3级
1616,2018-03-03 星期六 ,15℃,10℃,晴,东南风 2级
1617,2018-03-04 星期日 ,24℃,13℃,雨,南风 3级
1618,2018-03-05 星期一 ,13℃,7℃,风,北风 5级
1619,2018-03-06 星期二 ,12℃,7℃,多云,东北风 3级
1620,2018-03-07 星期三 ,10℃,8℃,雨,东北风 3级
1621,2018-03-08 星期四 ,10℃,4℃,多云,北风 4级
1622,2018-03-09 星期五 ,10℃,2℃,晴,北风 3级
1623,2018-03-10 星期六 ,15℃,2℃,晴,南风 2级
1624,2018-03-11 星期日 ,16℃,8℃,多云,东南风 3级
1625,2018-03-12 星期一 ,20℃,10℃,晴,南风 3级
1626,2018-03-13 星期二 ,23℃,13℃,晴,南风 3级
1627,2018-03-14 星期三 ,22℃,15℃,多云,南风 3级
1628,2018-03-15 星期四 ,19℃,11℃,雨,东南风 2级
1629,2018-03-16 星期五 ,15℃,8℃,阴,北风 4级
1630,2018-03-17 星期六 ,13℃,8℃,多云,东风 3级
1631,2018-03-18 星期日 ,16℃,10℃,雨,南风 3级
1632,2018-03-19 星期一 ,13℃,7℃,阴,北风 3级
1633,2018-03-20 星期二 ,10℃,5℃,雨,西北风 3级
1634,2018-03-21 星期三 ,9℃,6℃,多云,西北风 3级
1635,2018-03-22 星期四 ,15℃,4℃,晴,西风 2级
1636,2018-03-23 星期五 ,18℃,8℃,多云,南风 2级
1637,2018-03-24 星期六 ,21℃,10℃,阴,东南风 2级
1638,2018-03-25 星期日 ,22℃,13℃,阴,东南风 3级
1639,2018-03-26 星期一 ,21℃,13℃,晴,南风 2级
1640,2018-03-27 星期二 ,23℃,14℃,晴,东南风 2级
1641,2018-03-28 星期三 ,25℃,14℃,晴,东南风 3级
1642,2018-03-29 星期四 ,24℃,14℃,阴,东南风 3级
1643,2018-03-30 星期五 ,20℃,14℃,晴,东风 3级
1644,2018-03-31 星期六 ,23℃,13℃,晴,东南风 3级
1645,2018-04-01 星期日 ,27℃,15℃,多云,南风 3级
1646,2018-04-02 星期一 ,24℃,16℃,雨,东南风 3级
1647,2018-04-03 星期二 ,26℃,17℃,多云,东南风 3级
1648,2018-04-04 星期三 ,19℃,12℃,阴,北风 3级
1649,2018-04-05 星期四 ,15℃,11℃,雨,北风 3级
1650,2018-04-06 星期五 ,15℃,9℃,多云,西北风 4级
1651,2018-04-07 星期六 ,14℃,7℃,晴,西北风 3级
1652,2018-04-08 星期日 ,21℃,7℃,晴,西南风 3级
1653,2018-04-09 星期一 ,26℃,12℃,晴,南风 3级
1654,2018-04-10 星期二 ,29℃,16℃,晴,南风 3级
1655,2018-04-11 星期三 ,28℃,16℃,多云,东北风 3级
1656,2018-04-12 星期四 ,19℃,15℃,多云,东风 4级
1657,2018-04-13 星期五 ,19℃,15℃,雨,东风 3级
1658,2018-04-14 星期六 ,17℃,11℃,阴,西北风 3级
1659,2018-04-15 星期日 ,20℃,11℃,晴,北风 3级
1660,2018-04-16 星期一 ,17℃,10℃,阴,东风 2级
1661,2018-04-17 星期二 ,20℃,10℃,晴,东南风 2级
1662,2018-04-18 星期三 ,24℃,12℃,晴,东南风 3级
1663,2018-04-19 星期四 ,27℃,14℃,晴,东南风 3级
1664,2018-04-20 星期五 ,26℃,16℃,阴,东南风 4级
1665,2018-04-21 星期六 ,25℃,17℃,阴,南风 4级
1666,2018-04-22 星期日 ,28℃,20℃,阴,南风 3级
1667,2018-04-23 星期一 ,23℃,15℃,雨,北风 3级
1668,2018-04-24 星期二 ,15℃,13℃,多云,西北风 4级
1669,2018-04-25 星期三 ,22℃,11℃,晴,北风 2级
1670,2018-04-26 星期四 ,22℃,13℃,多云,东南风 2级
1671,2018-04-27 星期五 ,27℃,14℃,多云,东北风 2级
1672,2018-04-28 星期六 ,25℃,15℃,晴,东风 2级
1673,2018-04-29 星期日 ,27℃,19℃,阴,南风 3级
1674,2018-04-30 星期一 ,30℃,20℃,阴,东南风 2级
1675,2018-05-01 星期二 ,28℃,22℃,雨,东南风 2级
1676,2018-05-02 星期三 ,24℃,17℃,多云,北风 3级
1677,2018-05-03 星期四 ,25℃,15℃,晴,西北风 3级
1678,2018-05-04 星期五 ,27℃,16℃,阴,东南风 3级
1679,2018-05-05 星期六 ,22℃,19℃,雨,南风 3级
1680,2018-05-06 星期日 ,28℃,19℃,雨,南风 3级
1681,2018-05-07 星期一 ,22℃,19℃,阴,西北风 3级
1682,2018-05-08 星期二 ,23℃,16℃,晴,北风 3级
1683,2018-05-09 星期三 ,23℃,15℃,晴,东风 2级
1684,2018-05-10 星期四 ,22℃,16℃,多云,东南风 3级
1685,2018-05-11 星期五 ,26℃,17℃,晴,东南风 3级
1686,2018-05-12 星期六 ,27℃,21℃,雨,南风 2级
1687,2018-05-13 星期日 ,28℃,21℃,晴,东风 2级
1688,2018-05-14 星期一 ,31℃,21℃,阴,东南风 3级
1689,2018-05-15 星期二 ,34℃,23℃,晴,南风 3级
1690,2018-05-16 星期三 ,35℃,25℃,晴,南风 3级
1691,2018-05-17 星期四 ,35℃,25℃,雨,西南风 3级
1692,2018-05-18 星期五 ,30℃,23℃,阴,东北风 2级
1693,2018-05-19 星期六 ,23℃,20℃,雨,东风 3级
1694,2018-05-20 星期日 ,21℃,19℃,多云,东风 3级
1695,2018-05-21 星期一 ,21℃,19℃,阴,东风 3级
1696,2018-05-22 星期二 ,23℃,18℃,雨,南风 3级
1697,2018-05-23 星期三 ,26℃,18℃,晴,北风 3级
1698,2018-05-24 星期四 ,27℃,17℃,雨,东南风 3级
1699,2018-05-25 星期五 ,24℃,20℃,雨,东南风 3级
1700,2018-05-26 星期六 ,24℃,20℃,多云,东北风 3级
1701,2018-05-27 星期日 ,25℃,20℃,阴,东风 2级
1702,2018-05-28 星期一 ,29℃,19℃,多云,东风 2级
1703,2018-05-29 星期二 ,26℃,19℃,阴,东南风 3级
1704,2018-05-30 星期三 ,27℃,21℃,阴,东风 2级
1705,2018-05-31 星期四 ,23℃,19℃,阴,东北风 2级
1706,2018-08-01 星期三 ,33℃,27℃,多云,东北风 3级
1707,2018-08-02 星期四 ,33℃,27℃,雨,东北风 3级
1708,2018-08-03 星期五 ,29℃,26℃,风转小雨,东风 5级
1709,2018-08-04 星期六 ,35℃,28℃,晴,南风 3级
1710,2018-08-05 星期日 ,35℃,28℃,晴,东南风 3级
1711,2018-08-06 星期一 ,35℃,28℃,多云,东南风 3级
1712,2018-08-07 星期二 ,35℃,27℃,晴,东南风 3级
1713,2018-08-08 星期三 ,35℃,27℃,晴,东风 2级
1714,2018-08-09 星期四 ,34℃,27℃,多云,东风 2级
1715,2018-08-10 星期五 ,35℃,28℃,晴,东北风 2级
1716,2018-08-11 星期六 ,34℃,28℃,多云,东北风 2级
1717,2018-08-12 星期日 ,29℃,26℃,雨,东风 3级
1718,2018-08-13 星期一 ,32℃,26℃,多云,东南风 5级
1719,2018-08-14 星期二 ,33℃,27℃,多云转小雨,东南风 4级
1720,2018-08-15 星期三 ,33℃,28℃,多云,东风 3级
1721,2018-08-16 星期四 ,31℃,26℃,雨,北风 4级
1722,2018-08-17 星期五 ,28℃,25℃,小雨到暴雨,东南风 5级
1723,2018-08-18 星期六 ,31℃,27℃,多云,东南风 4级
1724,2018-08-19 星期日 ,32℃,27℃,多云,东南风 4级
1725,2018-08-20 星期一 ,33℃,28℃,阴,南风 4级
1726,2018-08-21 星期二 ,30℃,26℃,阴,东风 2级
1727,2018-08-22 星期三 ,33℃,27℃,晴,北风 3级
1728,2018-08-23 星期四 ,32℃,26℃,晴,西北风 3级
1729,2018-08-24 星期五 ,32℃,25℃,晴,北风 3级
1730,2018-08-25 星期六 ,29℃,24℃,阴,东北风 4级
1731,2018-08-26 星期日 ,29℃,26℃,阴,东风 3级
1732,2018-08-27 星期一 ,33℃,27℃,多云,东南风 4级
1733,2018-08-28 星期二 ,33℃,27℃,多云,东南风 4级
1734,2018-08-29 星期三 ,33℃,27℃,多云,东南风 3级
1735,2018-08-30 星期四 ,33℃,27℃,晴,南风 3级
1736,2018-08-31 星期五 ,34℃,27℃,晴,南风 3级
1737,2018-10-01 星期一 ,25℃,19℃,晴,西北风 3级
1738,2018-10-02 星期二 ,25℃,18℃,晴,北风 2级
1739,2018-10-03 星期三 ,26℃,18℃,晴,东北风 2级
1740,2018-10-04 星期四 ,26℃,20℃,多云,东北风 3级
1741,2018-10-05 星期五 ,23℃,20℃,阴,北风 5级
1742,2018-10-06 星期六 ,26℃,19℃,多云,西北风 3级
1743,2018-10-07 星期日 ,26℃,18℃,多云,东北风 2级
1744,2018-10-08 星期一 ,25℃,19℃,多云,东风 3级
1745,2018-10-09 星期二 ,24℃,19℃,小雨,北风 2级
1746,2018-10-10 星期三 ,21℃,17℃,多云,北风 3级
1747,2018-10-11 星期四 ,21℃,15℃,多云,北风 3级
1748,2018-10-12 星期五 ,21℃,15℃,多云,东北风 2级
1749,2018-10-13 星期六 ,23℃,16℃,多云,东风 2级
1750,2018-10-14 星期日 ,23℃,17℃,阴,东风 2级
1751,2018-10-15 星期一 ,23℃,17℃,中雨,东北风 2级
1752,2018-10-16 星期二 ,20℃,17℃,阴,东北风 3级
1753,2018-10-17 星期三 ,22℃,15℃,多云,北风 2级
1754,2018-10-18 星期四 ,21℃,15℃,阴,北风 3级
1755,2018-10-19 星期五 ,21℃,13℃,多云,东北风 3级
1756,2018-10-20 星期六 ,20℃,16℃,多云,东风 2级
1757,2018-10-21 星期日 ,22℃,16℃,阴,东风 2级
1758,2018-10-22 星期一 ,20℃,18℃,多云,东南风 2级
1759,2018-10-23 星期二 ,22℃,16℃,晴,北风 3级
1760,2018-10-24 星期三 ,23℃,16℃,晴,东风 2级
1761,2018-10-25 星期四 ,23℃,17℃,阴,东南风 3级
1762,2018-10-26 星期五 ,22℃,17℃,晴,西北风 4级
1763,2018-10-27 星期六 ,20℃,13℃,晴,西北风 3级
1764,2018-10-28 星期日 ,22℃,12℃,晴,西风 3级
1765,2018-10-29 星期一 ,24℃,14℃,晴,西风 3级
1766,2018-10-30 星期二 ,23℃,15℃,多云,东北风 2级
1767,2018-10-31 星期三 ,20℃,15℃,晴,东北风 3级
1768,2018-12-01 星期六 ,20℃,13℃,晴,东南风 2级
1769,2018-12-02 星期日 ,21℃,15℃,多云,南风 3级
1770,2018-12-03 星期一 ,18℃,15℃,多云,北风 1级
1771,2018-12-04 星期二 ,18℃,10℃,大雨,北风 4级
1772,2018-12-05 星期三 ,14℃,11℃,中雨,东北风 3级
1773,2018-12-06 星期四 ,12℃,7℃,阴,北风 4级
1774,2018-12-07 星期五 ,9℃,2℃,阴,北风 4级
1775,2018-12-08 星期六 ,5℃,3℃,多云,北风 3级
1776,2018-12-09 星期日 ,7℃,2℃,小雨,北风 3级
1777,2018-12-10 星期一 ,10℃,6℃,小雨到中雨,东北风 3级
1778,2018-12-11 星期二 ,10℃,5℃,多云,北风 3级
1779,2018-12-12 星期三 ,8℃,3℃,多云,西北风 3级
1780,2018-12-13 星期四 ,8℃,3℃,多云,北风 2级
1781,2018-12-14 星期五 ,9℃,3℃,多云,北风 2级
1782,2018-12-15 星期六 ,11℃,6℃,小雨到中雨,东风 3级
1783,2018-12-16 星期日 ,10℃,5℃,晴,西风 3级
1784,2018-12-17 星期一 ,12℃,3℃,晴,西风 3级
1785,2018-12-18 星期二 ,15℃,0℃,晴,西南风 2级
1786,2018-12-19 星期三 ,15℃,6℃,小雨,南风 2级
1787,2018-12-20 星期四 ,14℃,11℃,多云,东北风 3级
1788,2018-12-21 星期五 ,15℃,10℃,多云,东北风 2级
1789,2018-12-22 星期六 ,14℃,11℃,小雨到中雨,东北风 2级
1790,2018-12-23 星期日 ,12℃,7℃,晴,北风 3级
1791,2018-12-24 星期一 ,11℃,3℃,晴,东北风 3级
1792,2018-12-25 星期二 ,14℃,8℃,小雨,东南风 3级
1793,2018-12-26 星期三 ,10℃,6℃,小雨到中雨,东北风 5级
1794,2018-12-27 星期四 ,8℃,4℃,多云,东北风 4级
1795,2018-12-28 星期五 ,4℃,-1℃,多云,北风 4级
1796,2018-12-29 星期六 ,4℃,-1℃,多云,西北风 3级
1797,2018-12-30 星期日 ,4℃,0℃,雪,北风 3级
1798,2018-12-31 星期一 ,5℃,1℃,多云,北风 3级
1799,2019-01-01 星期二 ,6℃,3℃,多云,北风 3级
1800,2019-01-02 星期三 ,7℃,2℃,多云,北风 2级
1801,2019-01-03 星期四 ,10℃,4℃,多云,东风 2级
1802,2019-01-04 星期五 ,11℃,7℃,小雨,东南风 2级
1803,2019-01-05 星期六 ,10℃,7℃,多云,北风 3级
1804,2019-01-06 星期日 ,8℃,6℃,多云,北风 2级
1805,2019-01-07 星期一 ,9℃,5℃,阴,东北风 3级
1806,2019-01-08 星期二 ,8℃,6℃,小雨,北风 3级
1807,2019-01-09 星期三 ,6℃,5℃,阴,东北风 3级
1808,2019-01-10 星期四 ,9℃,5℃,中雨,东北风 2级
1809,2019-01-11 星期五 ,9℃,6℃,阴,东风 2级
1810,2019-01-12 星期六 ,9℃,6℃,多云,西北风 3级
1811,2019-01-13 星期日 ,7℃,5℃,多云,北风 2级
1812,2019-01-14 星期一 ,10℃,4℃,中雨,东北风 2级
1813,2019-01-15 星期二 ,9℃,5℃,阴,北风 3级
1814,2019-01-16 星期三 ,5℃,1℃,多云,北风 3级
1815,2019-01-17 星期四 ,8℃,0℃,晴,西北风 2级
1816,2019-01-18 星期五 ,11℃,2℃,晴,东南风 2级
1817,2019-01-19 星期六 ,12℃,7℃,多云,西风 3级
1818,2019-01-20 星期日 ,9℃,4℃,晴,北风 3级
1819,2019-01-21 星期一 ,8℃,1℃,晴,西北风 3级
1820,2019-01-22 星期二 ,10℃,2℃,晴,西风 2级
1821,2019-01-23 星期三 ,12℃,3℃,晴,西风 2级
1822,2019-01-24 星期四 ,12℃,4℃,晴,东风 2级
1823,2019-01-25 星期五 ,10℃,5℃,多云,东北风 2级
1824,2019-01-26 星期六 ,6℃,2℃,多云,北风 3级
1825,2019-01-27 星期日 ,9℃,1℃,晴,南风 2级
1826,2019-01-28 星期一 ,10℃,4℃,小雨,北风 2级
1827,2019-01-29 星期二 ,10℃,6℃,多云,东风 2级
1828,2019-01-30 星期三 ,13℃,5℃,多云,东风 2级
1829,2019-01-31 星期四 ,11℃,4℃,晴,北风 4级
1830,2019-02-01 星期五 ,7℃,0℃,晴,西风 2级
1831,2019-02-02 星期六 ,14℃,3℃,多云,南风 3级
1832,2019-02-03 星期日 ,14℃,6℃,晴,西北风 3级
1833,2019-02-04 星期一 ,12℃,6℃,晴,东北风 3级
1834,2019-02-05 星期二 ,13℃,7℃,晴,东南风 2级
1835,2019-02-06 星期三 ,16℃,8℃,多云,东南风 2级
1836,2019-02-07 星期四 ,11℃,4℃,多云,北风 4级
1837,2019-02-08 星期五 ,4℃,2℃,雪,东北风 3级
1838,2019-02-09 星期六 ,5℃,2℃,多云,北风 3级
1839,2019-02-10 星期日 ,5℃,2℃,多云,北风 3级
1840,2019-02-11 星期一 ,5℃,2℃,多云,北风 2级
1841,2019-02-12 星期二 ,9℃,2℃,小雨到中雨,东风 3级
